t,err_pos
0.071164501,0.005857726521837745
0.171145546,0.025235621482210528
0.271160703,0.055541031301581154
0.371136711,0.09543517502085727
0.471090108,0.14096355400972815
0.5717206880000001,0.18827648793135157
0.671192346,0.23311228101606044
0.7711892060000001,0.2721226012129969
0.871199288,0.3066390276794248
0.971205278,0.3377592620151996
1.141696068,0.39913857760296706
1.171110294,0.39356425638586584
1.27115858,0.4201788966012896
1.371121218,0.4469086515564681
1.471088208,0.473296250420915
1.571103549,0.5002617753849478
1.671227298,0.5294949013008042
1.771174177,0.5579815032018678
1.871217129,0.5866248293353842
1.971182897,0.6155555495575843
2.124417138,0.670852746033673
2.171119543,0.674084910869716
2.2711230330000003,0.7032420428965533
2.371122948,0.7328842843145048
2.471081772,0.7631073599632222
2.571086798,0.7932514742903375
2.671140492,0.8252404671226271
2.771109982,0.8573115816278423
2.871140731,0.8876026585940152
2.9712026650000003,0.9191844821383739
3.133340726,0.9812776953147192
3.171108885,0.9826511667166952
3.2711334310000004,1.0150424148486246
3.371217994,1.0483722945763327
3.665753095,1.1609562745392692
3.671414074,1.144819907211977
3.771126158,1.169546200235812
3.871192073000001,1.2009964655047043
3.971193582,1.231102689374644
4.138235014,1.2935644211148543
4.171117062,1.2914772151586036
4.271097793,1.3223453203862565
4.371089597,1.3531137296109492
4.471090569,1.3843507508976587
4.571087837,1.4165105070265616
4.671097845,1.4479972003431183
4.771181242,1.4811454426468298
4.871184491,1.5135398376424958
4.971199,1.5455705735867173
5.128390561000001,1.6059911318524245
5.171165813,1.6071838877885412
5.271088563,1.6357151310611506
5.371080238,1.662432067310004
5.471079061,1.6866752846155817
5.571117181,1.709445128305958
5.671097875,1.7307057420212466
5.771165217,1.751887372075574
5.871189688,1.7712294960154449
5.971198993000001,1.790088426644217
6.219583983000001,1.8565130471516864
6.271082093,1.8484521281928419
6.371102102,1.8694424623489712
6.471103425000001,1.8910531746385473
6.571100823,1.913903323223012
6.671205257,1.9390045166029437
6.771207673,1.9635077913558396
6.871207626,1.9888604276977349
6.9712175610000005,2.0148621189682756
7.123915009,2.067571706979577
7.171090801,2.0708441524835695
7.271101513,2.102256900937363
7.371084837000001,2.136782123454177
7.471086809000001,2.1753995757098963
7.571187576000001,2.2200232127618857
7.671176900000001,2.267129219404804
7.77119252,2.314605941498785
7.871200621000001,2.358055250077024
7.971202926,2.393127363492555
8.134105856,2.430981436279022
8.171120611000001,2.4200218851374697
8.271098712,2.4140767256465523
8.371096592,2.4078730001264277
8.471101026000001,2.401873329730697
8.571239498,2.3972572679584983
8.671204895,2.3913225070754986
8.771201201,2.385501891778879
8.871195376000001,2.3796247526386627
8.971144107,2.373840153280153
9.12975609,2.373840153280153
9.17108507,2.3626649047963793
9.271093505,2.3571676911053476
9.37110118,2.351814865344092
9.471095819,2.3463932353481822
9.571212402,2.342106625342457
9.671220281,2.33694041872229
9.771202679,2.3317231316732077
9.871199095,2.3265704960881495
9.971153067,2.3216775126173355
10.127658316,2.3216775126173355
10.171100604,2.31162092595135
10.27110628,2.3068460160158497
10.371108603,2.301960390581419
10.47119889,2.298142167239726
10.571205343,2.2934870751300127
10.671206704,2.2887048906533973
10.771197102,2.283960360538091
10.871186871,2.279406745646142
10.971091769,2.2747832047902534
11.121182912,2.2747832047902534
11.17108438,2.265830188177632
11.271086481,2.2613511965297057
11.371099102,2.2570712343198274
11.471185147,2.253764078484998
11.571202582000002,2.2495265519002006
11.671192110000002,2.2453146097111816
11.771197415,2.241256003311185
11.871137203,2.2370687121275417
11.971114915,2.232870031660825
12.130884264,2.232870031660825
12.171125934,2.224893626330011
12.271103258,2.2207585160562067
12.371166582,2.2175549713431018
12.471189498,2.2129644079341344
12.571213544,2.2082062625232295
12.671207443,2.2035917776664906
12.771214674,2.1987386091948493
12.871082147,2.1938386509307493
12.971114267,2.1887093109741125
13.133023182,2.1887093109741125
13.171103415,2.1785123854792827
13.271098795,2.1731573655342817
13.371203193,2.168990197948274
13.471184072000002,2.163939756309911
13.57120797,2.1585808866330263
13.671211332,2.153238400161659
13.771160137,2.147576569206482
13.871098406000002,2.141914697918855
13.971120101,2.136481056233947
14.137074557,2.136481056233947
14.171112397000002,2.1245788472046354
14.271130295,2.1183789452508943
14.371214342,2.113489309210592
14.471210925,2.1070119586749105
14.571215879,2.1004794476211264
14.671207203000002,2.0941182681343595
14.771100565,2.087508708301944
14.871088796,2.080898683574598
14.971089843,2.073871073868532
15.132625464,2.073871073868532
15.171091973,2.0600727264044467
15.271175945,2.0543862907295165
15.371204658000002,2.0473606646663947
15.471204149000002,2.040528816288671
15.571218677,2.0339670723837684
15.671144094,2.0271057128393895
15.771123122,2.020252573542565
15.871079558000002,2.0136638534566633
15.971083734,2.00664383621342
16.125455492,2.00664383621342
16.171184586000003,1.9942995748779337
16.271187929,1.987237854436227
16.371172716,1.9802277749885502
16.471178874,1.9734856235400104
16.571202124000003,1.9664391584361687
16.671089542,1.959400349616153
16.771095348,1.9521009018094482
16.871087116,1.9448583584337011
16.971115589,1.9378533165319003
17.129586406,1.9378533165319003
17.171189589,1.9244663758868936
17.271177914000003,1.9173254598523233
17.371177646,1.9099853622882637
17.4711711,1.902660291856777
17.571145906,1.8955868733989003
17.671082916,1.88826408633822
17.771083629,1.8810085462799175
17.871084083,1.8740070550519838
17.971108926,1.8666315854790907
18.130807017,1.8666315854790907
18.171198427,1.8536571438255456
18.271207733,1.8463081500086507
18.371205428,1.8390629532062135
18.471169456,1.832074225482386
18.571101911,1.824845092025806
18.671097198,1.8176346736399343
18.771084523000003,1.8107631725088826
18.871083088,1.8035020952299312
18.971092061,1.796430648732339
19.225425144000003,1.796430648732339
19.27119809,1.7773630955808062
19.371187637,1.770568445559845
19.471083777,1.76344263548314
19.571093935,1.7563501436621736
19.671088834000003,1.7495922432027338
19.771102899,1.7424333351274628
19.871091131,1.7354654723487106
19.971196122,1.7301001401161749
20.132423763,1.7301001401161749
20.171159531,1.7148934608333017
20.271176356,1.7070649202825234
20.371125736,1.6993566203981196
20.471085728,1.6918643312061992
20.571170311000003,1.6841382682360244
20.671097025,1.6765712843529332
20.771098146,1.6692361024238953
20.871197489,1.6631396624883201
20.971175647000003,1.655600558196527
21.117561953000003,1.655600558196527
21.171183167,1.6400753004797775
21.271154974,1.6325999311577495
21.371086688,1.6250266308000485
21.471083846000003,1.6175192133457768
21.571085189,1.6097968310172401
21.67109894,1.602229115090512
21.771114172,1.5948877443680176
21.871202311,1.5887962135309857
21.971208747,1.5812636066014045
22.116002115,1.5812636066014045
22.171197064,1.5666866385216738
22.271085612,1.5593270373846597
22.371086918000003,1.5516866187193143
22.471106243,1.5441428291322041
22.571101808,1.5368161469178512
22.671093319,1.5291949157816507
22.771188902,1.5232173069496633
22.871216227,1.5155120424053918
22.971194237,1.5078711458393876
23.120861606,1.5078711458393876
23.171175888,1.4930544340255048
23.271092602000003,1.4855759090203597
23.371083445,1.477837331734337
23.471085937,1.4701973539510316
23.571131336,1.4627784861971553
23.671114994,1.455697657459684
23.771202356,1.4500225357164296
23.871190311000003,1.4432576121039136
23.971204876,1.4362247379218762
24.127902479000003,1.4362247379218762
24.17110036,1.422336861943492
24.271089037000003,1.4152974885918335
24.371088529,1.4084018398088354
24.47108978,1.4011769303589163
24.57112255,1.3941602030295124
24.671141819,1.3875892102089273
24.771208422,1.3816700191384212
24.871202247000003,1.3746168774816991
24.971203664,1.3678194778699713
25.131743290000003,1.3678194778699713
25.17108976,1.353536360978283
25.271083844000003,1.3466830495872557
25.371095725,1.3395812154384386
25.471103235,1.3326875000162808
25.571112671,1.3263011698852465
25.671119311,1.3192313466699293
25.771197710000003,1.3134621503381325
25.871217517,1.3067716183600089
25.971138342000003,1.2997678787872582
26.126841189,1.2997678787872582
26.171082901,1.2859405034390279
26.271086744,1.278901928603278
26.371094662,1.2720644366822698
26.471089247,1.2651303739618873
26.571156868000003,1.2580833250493202
26.671206767,1.252330006204127
26.7712135,1.2451759389750308
26.871188436,1.238090397579972
26.971098077,1.231256219085737
27.127878050000003,1.231256219085737
27.171089913000003,1.21686789628042
27.271087442,1.2100695511910293
27.371100434,1.2027937867985032
27.471137315,1.1952395406412544
27.571137936000003,1.1879252400649465
27.671165132,1.181352196362042
27.771187902,1.1738188668138783
27.871116227,1.1660631097717338
27.971096164,1.1583890538754196
28.125423405000003,1.1583890538754196
28.1710875,1.1435349489453959
28.271093362,1.1360129240249341
28.37110604,1.1286420739784992
28.471136402000003,1.1209289185130338
28.571157838,1.113440452584448
28.671190645000003,1.1066875984990534
28.771146786000003,1.099015553978565
28.871123296,1.0915688454392034
28.971137529000003,1.0838883054304596
29.139200869000003,1.0838883054304596
29.171101810000003,1.0687985577791366
29.271094728,1.06177962795299
29.371147961,1.0543578718448954
29.471121157,1.046654205818409
29.571195204,1.0391239224771636
29.671209807,1.0322768421122066
29.771107356,1.024607880818079
29.871103533000003,1.0167631818893246
29.971127247,1.0089907208838769
30.135091843,1.0089907208838769
30.171123639,0.9946334731853589
30.271118021000003,0.9870961175597333
30.371153346000003,0.9797389964032209
30.471148135000004,0.9726284931970085
30.571137294000003,0.9657695435818617
30.671086268000003,0.9593397966280901
30.771093464000003,0.9522599520482238
30.871147919,0.9454186723484298
30.971109244,0.938367773810285
31.128023402,0.938367773810285
31.171144229000003,0.9252475345415097
31.271151684000003,0.9181740736662415
31.371121899,0.9113126186508544
31.471140243,0.9041652122393207
31.571106624,0.8971835553191749
31.671093598,0.8910966344192082
31.771116183000004,0.8840530326107661
31.871128101000004,0.877102974902903
31.971125594000004,0.8704137910567766
32.234842905,0.8704137910567766
32.271118645,0.8503825852968122
32.371101342,0.8435097627436167
32.471086575,0.8368476254638842
32.571182493,0.8304493882535515
32.671098486000005,0.8236279786694921
32.771132237,0.8170469876929456
32.871129489000005,0.8102514128651764
32.971208074,0.8044479062885677
33.126167276000004,0.8044479062885677
33.171132448,0.7915212673665458
33.271157533,0.7849681760546829
33.371083063,0.7785995846096985
33.471084000000005,0.7719685302276175
33.571119696000004,0.765856820969587
33.671103929000004,0.7595427526706285
33.771128273,0.7530047694615591
33.871221303,0.7475213097180902
33.971221684,0.7412590807066041
34.136361943000004,0.7412590807066041
34.171123799,0.728200198277647
34.271085829,0.7219972910983895
34.371091618,0.7155539800795092
34.471082962000004,0.7093115442778095
34.571102214,0.7035671430739242
34.67112354,0.6972719422475023
34.771202551,0.6920554206313768
34.871190099,0.6860334865986585
34.971217629,0.6798316974768094
35.13739668,0.6798316974768094
35.171139448000005,0.6675656252375697
35.271094293000004,0.661359984725551
35.371083600000006,0.6553639418940117
35.471090926,0.6495635214064303
35.571104122,0.643160385229797
35.671112356,0.6365698167216952
35.771217293,0.6312696461433116
35.871222267,0.6246967201036024
35.971206019,0.618180612473812
36.137282404,0.618180612473812
36.171088783,0.6046278934123992
36.271105331,0.5981161608386033
36.37108525,0.5912738423101235
36.471086261,0.5846002279767635
36.571105957,0.5782850249287184
36.671202542,0.5727119041572152
36.771206146,0.5659860914803961
36.871210676,0.5590202333714392
36.971218965000006,0.5520892510461343
37.138374217,0.5520892510461343
37.171100488,0.5387626812196297
37.271104092,0.5319017204309388
37.371103048,0.52520442243562
37.471118745000005,0.5181352429317531
37.571176108,0.5126197898287679
37.671204971,0.5054121349918824
37.771207501,0.4982304846000257
37.87119466,0.4908419006949363
37.971214431,0.483485026104
38.138506312,0.483485026104
38.171090251,0.4692930360162998
38.271083558,0.46203841408519825
38.371097125000006,0.45437881178432693
38.471086489,0.44687045187559427
38.571204444,0.44058596610539996
38.671204493000005,0.43278458463997005
38.77118943,0.42518939351253954
38.871183867,0.4178213726541116
38.971158675000005,0.4107112459324019
39.144275943,0.4107112459324019
39.171109143,0.3957339525524971
39.271084636000005,0.38861829378982937
39.371092148,0.3810521067394152
39.471209122000005,0.3751099626391263
39.571215504,0.36784115798936373
39.671204682,0.3602439189485311
39.771195175,0.3526429146311227
39.871172909,0.34474710629663297
39.971086254,0.33683607025072293
40.13658729,0.33683607025072293
40.171083518,0.32148920556955096
40.271122770000005,0.31356392583755804
40.371085449000006,0.3058031810638234
40.471195664,0.2997662890238163
40.57116362,0.29237897469838303
40.671198761,0.28523208856218546
40.771192699,0.27769929274679944
40.87114134,0.2701322292687512
40.97108963,0.26279598145407024
41.13049291,0.26279598145407024
41.171085949,0.24713471818246124
41.271108091,0.23968335682357755
41.371210028,0.2339361732823223
41.47119104,0.22633773691565706
41.571193385,0.21871765179605449
41.671191193000006,0.2113153744101128
41.771144149,0.20417012789122613
41.871082587,0.1966968999245825
41.971088321,0.1892242144253721
42.121175320000006,0.1892242144253721
42.171085345,0.17483479741338465
42.27119906,0.16889604041261247
42.371193312,0.16158759488484786
42.471193528,0.15452227592926676
42.571195706000005,0.14687627216190158
42.671137607000006,0.13909921767799416
42.7710921,0.13153732402966006
42.871085816,0.12420352802870681
42.971085309,0.11676008836526275
43.125256812,0.11676008836526275
43.17112587,0.10232461603810554
43.271199937000006,0.0965358798755147
43.371190042,0.08948191582920242
43.471188498,0.08269247362999106
43.571162714,0.07620260933074309
43.671092096,0.07002991074421229
43.771094015,0.06416359955956508
43.871079324,0.0586885337638477
43.971101539,0.0535746307326525
44.131523205,0.0535746307326525
44.171130933,0.044116003301703136
44.271205963,0.040755204838444664
44.371198883000005,0.03689267207125939
44.471206284,0.03333159389455235
44.571257629,0.03007299265084998
44.671089882,0.02709894077783876
44.771081653,0.024392444977337384
44.871084461,0.021978376163769707
44.971097955000005,0.019806473168020183
45.221412928,0.019806473168020183
45.271165306,0.014332258395374591
45.37118041,0.012779425058328887
45.4711417,0.01146553239316941
45.571110064,0.010286385780747262
45.671089224000006,0.00922624547926157
45.771091885,0.008274730591540819
45.871114359,0.007437515122155315
45.971093501000006,0.006712885193174108
46.125748392000006,0.006712885193174108
46.171185247,0.005466891466528675
46.271204259,0.004887109342562313
46.371156198,0.004380910379567556
46.47109221,0.003927520593324507
46.571087685,0.0035182337063688787
46.671100105,0.0031534243371661723
46.771106487,0.0028340880880577592
46.871124777000006,0.002558515468393392
46.971136604,0.0022986945332121866
47.122575487000006,0.0022986945332121866
47.17122222,0.0018711523887847057
47.27118814,0.001672890210346212
47.371107967,0.0014997619340729562
47.471115350000005,0.0013437259370293044
47.571094547,0.0012047645705413064
47.671120856,0.0010803972919668284
47.771112868,0.0009768125838094605
47.871115399,0.0008777120851907764
47.97114467,0.0007886142737766958
48.126105449,0.0007886142737766958
48.171197213000006,0.0006412145353858572
48.271105022,0.0005735931256958344
48.371101497000005,0.0005143368999367737
48.471101491000006,0.0004610364155874012
48.571087411,0.0004134953358810406
48.671120182,0.0003709010292546352
48.771118342,0.0003359606606537189
48.871165058,0.00030192252756566546
